,Priority,Age,Steps,Passing,Expected
100,3.0,73.84615384615385,73.33333333333333,90.0,0.0
101,3.0,98.07692307692307,43.333333333333336,44.44444444444444,0.0
102,3.0,77.5,80.0,83.33333333333334,1.0
103,3.0,81.53846153846153,90.0,58.82352941176471,0.0
104,2.0,75.1923076923077,20.0,55.55555555555556,1.0
105,2.0,79.42307692307692,6.666666666666667,71.42857142857143,1.0
106,3.0,83.26923076923077,80.0,50.0,0.0
107,3.0,80.1923076923077,36.666666666666664,60.0,0.0
108,2.0,92.88461538461539,73.33333333333333,72.72727272727273,1.0
109,3.0,90.76923076923077,66.66666666666666,90.0,1.0
110,1.0,94.8076923076923,86.66666666666667,66.66666666666666,0.0
111,2.0,81.53846153846153,76.66666666666667,58.333333333333336,1.0
112,3.0,82.11538461538461,70.0,50.0,1.0
113,3.0,86.92307692307692,30.0,38.46153846153847,0.0
114,3.0,88.26923076923077,43.333333333333336,36.36363636363637,1.0
115,1.0,78.46153846153847,96.66666666666667,63.63636363636363,1.0
116,3.0,93.07692307692308,70.0,75.0,0.0
117,1.0,71.73076923076923,76.66666666666667,25.0,1.0
118,1.0,89.42307692307693,30.0,30.76923076923077,1.0
119,2.0,79.23076923076923,83.33333333333334,33.33333333333333,1.0
120,3.0,81.34615384615384,56.666666666666664,62.5,1.0
121,3.0,70.96153846153847,20.0,14.285714285714285,1.0
122,2.0,73.84615384615385,10.0,83.33333333333334,0.0
123,2.0,81.53846153846153,56.666666666666664,69.23076923076923,0.0
124,2.0,84.23076923076923,6.666666666666667,33.33333333333333,0.0
125,3.0,92.11538461538461,100.0,76.92307692307693,0.0
126,2.0,99.42307692307692,26.666666666666668,50.0,0.0
127,2.0,83.65384615384616,73.33333333333333,42.857142857142854,0.0
128,2.0,81.92307692307692,6.666666666666667,66.66666666666666,0.0
129,1.0,82.88461538461539,50.0,38.46153846153847,1.0
130,1.0,83.46153846153847,60.0,20.0,1.0
131,2.0,94.8076923076923,60.0,52.63157894736842,0.0
132,2.0,78.07692307692308,43.333333333333336,45.45454545454545,0.0
133,2.0,89.23076923076924,50.0,53.84615384615385,1.0
134,3.0,76.92307692307693,16.666666666666664,50.0,1.0
135,3.0,81.92307692307692,3.3333333333333335,76.92307692307693,1.0
136,2.0,78.65384615384615,73.33333333333333,63.63636363636363,1.0
137,1.0,72.5,40.0,10.0,0.0
138,1.0,91.92307692307692,63.33333333333333,75.0,1.0
139,1.0,74.03846153846155,43.333333333333336,69.23076923076923,1.0
140,3.0,82.5,3.3333333333333335,30.0,1.0
141,1.0,95.38461538461539,56.666666666666664,62.5,1.0
142,3.0,78.65384615384615,16.666666666666664,57.14285714285714,0.0
143,1.0,90.76923076923077,93.33333333333333,20.0,0.0
144,3.0,84.23076923076923,93.33333333333333,88.88888888888889,1.0
145,2.0,87.3076923076923,86.66666666666667,53.84615384615385,0.0
146,3.0,87.3076923076923,40.0,71.42857142857143,0.0
147,3.0,85.0,6.666666666666667,53.333333333333336,1.0
148,3.0,81.15384615384616,86.66666666666667,56.25,1.0
149,3.0,88.84615384615384,56.666666666666664,46.15384615384615,1.0
150,1.0,97.5,53.333333333333336,50.0,0.0
151,3.0,72.5,70.0,28.57142857142857,1.0
152,1.0,88.65384615384615,96.66666666666667,60.0,1.0
153,3.0,74.42307692307692,30.0,52.63157894736842,0.0
154,2.0,99.8076923076923,40.0,37.5,1.0
155,2.0,89.23076923076924,43.333333333333336,27.27272727272727,1.0
156,2.0,90.1923076923077,33.33333333333333,25.0,1.0
157,2.0,75.0,96.66666666666667,33.33333333333333,0.0
158,2.0,72.88461538461539,23.333333333333332,60.0,1.0
159,3.0,89.03846153846153,66.66666666666666,37.5,1.0
160,1.0,93.84615384615384,30.0,90.0,1.0
161,1.0,78.84615384615384,60.0,62.5,1.0
162,2.0,93.26923076923077,3.3333333333333335,28.57142857142857,1.0
163,1.0,94.42307692307692,30.0,27.27272727272727,0.0
164,1.0,79.61538461538461,90.0,60.0,0.0
165,3.0,80.57692307692308,86.66666666666667,50.0,1.0
166,1.0,92.3076923076923,46.666666666666664,52.63157894736842,0.0
167,3.0,83.07692307692308,60.0,75.0,1.0
168,2.0,77.6923076923077,36.666666666666664,52.94117647058824,0.0
169,2.0,86.73076923076923,33.33333333333333,50.0,1.0
170,3.0,83.26923076923077,26.666666666666668,76.92307692307693,1.0
171,2.0,84.8076923076923,36.666666666666664,28.57142857142857,0.0
172,3.0,93.07692307692308,46.666666666666664,87.5,0.0
173,3.0,76.92307692307693,30.0,69.23076923076923,1.0
174,2.0,77.6923076923077,53.333333333333336,43.75,1.0
175,3.0,79.03846153846153,6.666666666666667,71.42857142857143,0.0
176,1.0,85.38461538461539,33.33333333333333,83.33333333333334,0.0
177,2.0,80.1923076923077,46.666666666666664,90.9090909090909,1.0
178,1.0,79.42307692307692,96.66666666666667,33.33333333333333,0.0
179,1.0,93.65384615384616,43.333333333333336,50.0,1.0
180,1.0,86.53846153846155,46.666666666666664,41.17647058823529,0.0
181,3.0,94.8076923076923,96.66666666666667,50.0,1.0
182,3.0,80.0,96.66666666666667,46.666666666666664,1.0
183,2.0,78.84615384615384,50.0,69.23076923076923,0.0
184,2.0,86.15384615384616,93.33333333333333,75.0,1.0
185,3.0,78.46153846153847,20.0,33.33333333333333,0.0
186,1.0,77.11538461538461,26.666666666666668,37.5,1.0
187,3.0,90.76923076923077,36.666666666666664,33.33333333333333,0.0
188,2.0,86.15384615384616,100.0,42.857142857142854,1.0
189,3.0,71.53846153846153,70.0,16.666666666666664,0.0
190,2.0,72.3076923076923,36.666666666666664,80.0,0.0
191,1.0,92.6923076923077,53.333333333333336,40.0,0.0
192,3.0,82.11538461538461,70.0,50.0,1.0
193,1.0,77.3076923076923,80.0,53.333333333333336,0.0
194,1.0,83.46153846153847,10.0,88.88888888888889,0.0
195,1.0,76.15384615384615,86.66666666666667,66.66666666666666,0.0
196,2.0,84.03846153846153,66.66666666666666,72.72727272727273,1.0
197,2.0,91.34615384615384,63.33333333333333,60.0,0.0
198,3.0,98.65384615384616,16.666666666666664,53.333333333333336,0.0
199,1.0,81.34615384615384,33.33333333333333,18.181818181818183,1.0
200,2.0,98.84615384615385,36.666666666666664,75.0,0.0
201,3.0,77.6923076923077,96.66666666666667,85.71428571428571,1.0
202,1.0,94.8076923076923,76.66666666666667,64.28571428571429,0.0
203,2.0,91.92307692307692,100.0,30.0,0.0
204,3.0,89.42307692307693,40.0,44.44444444444444,0.0
205,2.0,98.84615384615385,73.33333333333333,75.0,0.0
206,1.0,89.61538461538461,56.666666666666664,25.0,0.0
207,1.0,90.1923076923077,40.0,88.88888888888889,1.0
208,3.0,93.46153846153847,76.66666666666667,50.0,0.0
209,3.0,80.57692307692308,26.666666666666668,85.71428571428571,1.0
210,1.0,94.61538461538461,96.66666666666667,50.0,1.0
211,3.0,75.0,23.333333333333332,53.333333333333336,1.0
212,3.0,77.88461538461539,23.333333333333332,40.0,0.0
213,2.0,90.0,73.33333333333333,75.0,0.0
214,2.0,71.73076923076923,6.666666666666667,46.666666666666664,0.0
215,3.0,95.1923076923077,16.666666666666664,38.46153846153847,0.0
216,2.0,72.6923076923077,36.666666666666664,62.5,1.0
217,1.0,75.38461538461539,36.666666666666664,30.76923076923077,0.0
218,3.0,97.11538461538461,16.666666666666664,25.0,1.0
219,3.0,93.07692307692308,73.33333333333333,55.55555555555556,0.0
220,3.0,77.3076923076923,33.33333333333333,30.76923076923077,1.0
221,2.0,78.07692307692308,13.333333333333334,16.666666666666664,1.0
222,3.0,74.61538461538461,96.66666666666667,46.15384615384615,0.0
223,3.0,73.65384615384616,36.666666666666664,50.0,1.0
224,1.0,75.1923076923077,66.66666666666666,37.5,0.0
225,3.0,91.53846153846153,83.33333333333334,30.0,1.0
226,3.0,99.61538461538461,100.0,50.0,0.0
227,2.0,97.6923076923077,90.0,40.0,0.0
228,3.0,78.46153846153847,60.0,16.666666666666664,0.0
229,3.0,87.5,30.0,50.0,1.0
230,1.0,90.0,23.333333333333332,50.0,0.0
231,2.0,95.1923076923077,20.0,75.0,0.0
232,1.0,85.57692307692307,50.0,33.33333333333333,1.0
233,3.0,87.11538461538461,76.66666666666667,60.0,0.0
234,3.0,74.42307692307692,73.33333333333333,11.11111111111111,0.0
235,2.0,78.07692307692308,40.0,53.333333333333336,0.0
236,2.0,85.76923076923076,13.333333333333334,66.66666666666666,0.0
237,3.0,92.3076923076923,76.66666666666667,10.0,1.0
238,2.0,75.0,63.33333333333333,28.57142857142857,1.0
239,1.0,92.5,3.3333333333333335,46.666666666666664,0.0
240,2.0,94.23076923076923,86.66666666666667,50.0,1.0
241,1.0,81.92307692307692,30.0,85.71428571428571,1.0
242,3.0,99.23076923076923,96.66666666666667,25.0,1.0
243,3.0,99.03846153846155,26.666666666666668,52.63157894736842,1.0
244,2.0,88.84615384615384,23.333333333333332,10.0,0.0
245,2.0,80.76923076923077,40.0,25.0,0.0
246,1.0,76.73076923076924,73.33333333333333,58.82352941176471,1.0
247,2.0,88.46153846153845,70.0,81.81818181818183,1.0
248,1.0,81.92307692307692,36.666666666666664,50.0,0.0
249,1.0,80.0,66.66666666666666,57.14285714285714,0.0
250,1.0,83.07692307692308,96.66666666666667,90.9090909090909,0.0
251,1.0,71.53846153846153,60.0,42.857142857142854,1.0
252,3.0,95.1923076923077,33.33333333333333,83.33333333333334,0.0
253,3.0,93.07692307692308,100.0,47.368421052631575,1.0
254,2.0,85.96153846153847,76.66666666666667,77.77777777777779,0.0
255,2.0,87.6923076923077,50.0,28.57142857142857,1.0
256,1.0,90.38461538461539,30.0,83.33333333333334,1.0
257,1.0,92.6923076923077,3.3333333333333335,69.23076923076923,1.0
258,1.0,80.0,100.0,30.0,0.0
259,1.0,89.42307692307693,23.333333333333332,50.0,0.0
260,2.0,87.6923076923077,3.3333333333333335,28.57142857142857,1.0
261,3.0,93.46153846153847,10.0,46.666666666666664,0.0
262,2.0,74.23076923076923,20.0,50.0,0.0
263,1.0,95.57692307692308,20.0,61.53846153846154,0.0
264,1.0,80.57692307692308,86.66666666666667,12.5,1.0
265,3.0,86.73076923076923,13.333333333333334,25.0,0.0
266,1.0,94.23076923076923,80.0,40.0,0.0
267,1.0,71.15384615384616,66.66666666666666,85.71428571428571,1.0
268,2.0,84.8076923076923,70.0,57.14285714285714,0.0
269,1.0,76.15384615384615,96.66666666666667,28.57142857142857,0.0
270,2.0,90.38461538461539,33.33333333333333,81.81818181818183,1.0
271,2.0,95.76923076923077,43.333333333333336,50.0,1.0
272,1.0,95.38461538461539,56.666666666666664,50.0,0.0
273,3.0,90.1923076923077,43.333333333333336,10.0,0.0
274,2.0,79.61538461538461,66.66666666666666,50.0,1.0
275,1.0,89.23076923076924,16.666666666666664,50.0,1.0
276,3.0,88.46153846153845,63.33333333333333,54.54545454545454,0.0
277,2.0,90.76923076923077,60.0,50.0,1.0
278,2.0,95.96153846153847,96.66666666666667,10.0,1.0
279,1.0,81.34615384615384,50.0,33.33333333333333,1.0
280,2.0,96.34615384615385,90.0,62.5,1.0
281,3.0,85.0,30.0,36.36363636363637,1.0
282,1.0,76.92307692307693,63.33333333333333,50.0,0.0
283,3.0,76.34615384615384,70.0,50.0,0.0
284,3.0,93.65384615384616,70.0,40.0,1.0
285,1.0,92.88461538461539,96.66666666666667,64.28571428571429,1.0
286,3.0,96.73076923076923,86.66666666666667,9.090909090909092,1.0
287,1.0,90.76923076923077,80.0,75.0,1.0
288,3.0,92.5,43.333333333333336,46.15384615384615,1.0
289,1.0,77.88461538461539,43.333333333333336,60.0,0.0
290,1.0,73.84615384615385,13.333333333333334,55.55555555555556,0.0
291,1.0,93.07692307692308,93.33333333333333,50.0,0.0
292,1.0,97.6923076923077,30.0,77.77777777777779,0.0
293,2.0,71.92307692307692,50.0,72.72727272727273,0.0
294,1.0,81.92307692307692,13.333333333333334,30.0,1.0
295,2.0,88.65384615384615,46.666666666666664,63.63636363636363,0.0
296,1.0,87.88461538461539,83.33333333333334,60.0,1.0
297,3.0,83.46153846153847,73.33333333333333,71.42857142857143,1.0
298,1.0,80.1923076923077,60.0,66.66666666666666,0.0
299,1.0,92.5,10.0,46.666666666666664,1.0
300,3.0,85.57692307692307,93.33333333333333,66.66666666666666,1.0
301,3.0,81.73076923076923,66.66666666666666,33.33333333333333,0.0
302,3.0,98.07692307692307,76.66666666666667,37.5,0.0
303,2.0,82.5,73.33333333333333,66.66666666666666,1.0
304,1.0,88.07692307692308,70.0,88.88888888888889,0.0
305,2.0,89.03846153846153,70.0,16.666666666666664,1.0
306,1.0,91.53846153846153,66.66666666666666,88.88888888888889,0.0
307,3.0,97.5,10.0,28.57142857142857,1.0
308,2.0,99.61538461538461,66.66666666666666,58.82352941176471,1.0
309,2.0,93.07692307692308,26.666666666666668,66.66666666666666,0.0
310,2.0,80.1923076923077,93.33333333333333,62.5,0.0
311,3.0,93.26923076923077,96.66666666666667,61.53846153846154,1.0
312,2.0,99.8076923076923,96.66666666666667,33.33333333333333,1.0
313,2.0,91.92307692307692,6.666666666666667,50.0,0.0
314,1.0,84.8076923076923,90.0,87.5,1.0
315,1.0,86.73076923076923,23.333333333333332,90.9090909090909,1.0
316,2.0,85.38461538461539,33.33333333333333,85.71428571428571,1.0
317,3.0,91.34615384615384,66.66666666666666,81.81818181818183,0.0
318,3.0,98.46153846153847,56.666666666666664,72.72727272727273,1.0
319,1.0,96.34615384615385,83.33333333333334,47.368421052631575,0.0
320,3.0,94.61538461538461,73.33333333333333,64.28571428571429,1.0
321,1.0,95.57692307692308,50.0,30.0,0.0
322,3.0,83.65384615384616,13.333333333333334,60.0,0.0
323,3.0,72.5,23.333333333333332,33.33333333333333,1.0
324,3.0,75.96153846153845,96.66666666666667,22.22222222222222,0.0
325,1.0,84.03846153846153,93.33333333333333,46.666666666666664,1.0
326,1.0,94.8076923076923,33.33333333333333,77.77777777777779,1.0
327,2.0,95.96153846153847,63.33333333333333,88.88888888888889,1.0
328,2.0,75.0,26.666666666666668,85.71428571428571,0.0
329,3.0,80.96153846153847,23.333333333333332,56.25,1.0
330,2.0,86.92307692307692,53.333333333333336,72.72727272727273,1.0
331,2.0,97.88461538461539,40.0,12.5,1.0
332,3.0,93.65384615384616,63.33333333333333,50.0,1.0
333,1.0,95.0,100.0,10.0,0.0
334,1.0,95.57692307692308,33.33333333333333,75.0,0.0
335,1.0,76.34615384615384,26.666666666666668,30.0,1.0
336,3.0,95.1923076923077,33.33333333333333,11.11111111111111,1.0
337,1.0,89.61538461538461,80.0,40.0,0.0
338,1.0,84.23076923076923,26.666666666666668,90.0,1.0
339,2.0,93.26923076923077,80.0,50.0,0.0
340,1.0,75.76923076923077,56.666666666666664,53.84615384615385,1.0
341,2.0,70.96153846153847,70.0,20.0,0.0
342,1.0,75.76923076923077,66.66666666666666,83.33333333333334,1.0
343,3.0,81.53846153846153,26.666666666666668,16.666666666666664,0.0
344,3.0,71.15384615384616,40.0,77.77777777777779,0.0
345,3.0,73.84615384615385,13.333333333333334,41.66666666666667,1.0
346,2.0,78.65384615384615,56.666666666666664,70.0,1.0
347,3.0,95.76923076923077,70.0,75.0,1.0
348,2.0,77.3076923076923,13.333333333333334,40.0,0.0
349,2.0,71.53846153846153,10.0,46.666666666666664,1.0
350,2.0,88.65384615384615,16.666666666666664,72.72727272727273,0.0
351,1.0,89.03846153846153,20.0,90.9090909090909,0.0
352,1.0,75.96153846153845,93.33333333333333,70.0,1.0
353,2.0,98.07692307692307,63.33333333333333,60.0,1.0
354,1.0,72.5,86.66666666666667,33.33333333333333,1.0
355,2.0,83.84615384615385,70.0,66.66666666666666,0.0
356,1.0,82.3076923076923,43.333333333333336,50.0,0.0
357,1.0,94.03846153846153,80.0,37.5,1.0
358,1.0,98.07692307692307,40.0,83.33333333333334,1.0
359,3.0,81.92307692307692,36.666666666666664,14.285714285714285,0.0
360,3.0,71.53846153846153,50.0,87.5,1.0
361,1.0,82.88461538461539,3.3333333333333335,43.75,1.0
362,1.0,89.61538461538461,33.33333333333333,35.714285714285715,1.0
363,2.0,97.6923076923077,93.33333333333333,66.66666666666666,1.0
364,1.0,73.26923076923076,16.666666666666664,46.15384615384615,1.0
365,1.0,99.03846153846155,86.66666666666667,52.63157894736842,1.0
366,3.0,94.42307692307692,70.0,66.66666666666666,1.0
367,2.0,98.65384615384616,10.0,11.11111111111111,1.0
368,2.0,91.34615384615384,56.666666666666664,25.0,0.0
369,3.0,85.57692307692307,33.33333333333333,75.0,1.0
370,3.0,97.6923076923077,96.66666666666667,25.0,0.0
371,2.0,85.1923076923077,3.3333333333333335,47.368421052631575,1.0
372,2.0,72.11538461538461,13.333333333333334,42.857142857142854,0.0
373,2.0,92.3076923076923,80.0,38.46153846153847,0.0
374,3.0,95.57692307692308,6.666666666666667,50.0,1.0
375,1.0,87.3076923076923,60.0,44.44444444444444,0.0
376,2.0,82.11538461538461,100.0,27.27272727272727,1.0
377,1.0,93.07692307692308,86.66666666666667,69.23076923076923,1.0
378,3.0,90.96153846153847,10.0,42.857142857142854,0.0
379,3.0,97.6923076923077,53.333333333333336,16.666666666666664,1.0
380,2.0,99.23076923076923,33.33333333333333,50.0,0.0
381,2.0,92.6923076923077,36.666666666666664,25.0,1.0
382,2.0,89.61538461538461,56.666666666666664,27.27272727272727,0.0
383,2.0,87.6923076923077,13.333333333333334,62.5,0.0
384,1.0,89.61538461538461,46.666666666666664,33.33333333333333,0.0
385,1.0,96.92307692307692,13.333333333333334,47.05882352941176,1.0
386,2.0,90.1923076923077,40.0,50.0,1.0
387,3.0,75.96153846153845,50.0,16.666666666666664,0.0
388,3.0,90.0,100.0,45.45454545454545,0.0
389,1.0,79.42307692307692,3.3333333333333335,40.0,0.0
390,2.0,92.11538461538461,76.66666666666667,52.63157894736842,1.0
391,3.0,85.76923076923076,63.33333333333333,55.55555555555556,1.0
392,3.0,85.76923076923076,43.333333333333336,75.0,0.0
393,2.0,79.42307692307692,60.0,47.368421052631575,1.0
394,3.0,97.88461538461539,100.0,40.0,0.0
395,1.0,98.84615384615385,70.0,40.0,1.0
396,3.0,96.73076923076923,23.333333333333332,43.75,1.0
397,2.0,76.34615384615384,70.0,33.33333333333333,1.0
398,1.0,91.92307692307692,26.666666666666668,42.857142857142854,0.0
399,3.0,81.92307692307692,56.666666666666664,72.72727272727273,0.0
400,3.0,92.11538461538461,53.333333333333336,46.666666666666664,0.0
401,2.0,77.11538461538461,13.333333333333334,35.714285714285715,1.0
402,1.0,95.76923076923077,70.0,38.46153846153847,0.0
403,2.0,82.3076923076923,46.666666666666664,28.57142857142857,1.0
404,2.0,96.53846153846153,86.66666666666667,33.33333333333333,1.0
405,1.0,81.15384615384616,43.333333333333336,62.5,0.0
406,2.0,85.57692307692307,43.333333333333336,50.0,0.0
407,1.0,98.65384615384616,60.0,41.17647058823529,0.0
408,3.0,78.84615384615384,43.333333333333336,46.666666666666664,1.0
409,2.0,91.73076923076923,53.333333333333336,42.857142857142854,0.0
410,3.0,91.15384615384615,33.33333333333333,28.57142857142857,1.0
411,1.0,86.73076923076923,13.333333333333334,46.666666666666664,1.0
412,2.0,98.26923076923076,70.0,71.42857142857143,1.0
413,3.0,88.26923076923077,93.33333333333333,66.66666666666666,0.0
414,2.0,83.26923076923077,86.66666666666667,46.15384615384615,0.0
415,1.0,90.96153846153847,50.0,60.0,0.0
416,1.0,87.5,43.333333333333336,44.44444444444444,1.0
417,2.0,90.0,56.666666666666664,50.0,1.0
418,3.0,86.73076923076923,16.666666666666664,28.57142857142857,0.0
419,1.0,95.57692307692308,80.0,71.42857142857143,1.0
420,1.0,98.84615384615385,60.0,12.5,1.0
421,2.0,81.15384615384616,90.0,60.0,1.0
422,2.0,83.26923076923077,30.0,61.53846153846154,1.0
423,3.0,71.53846153846153,33.33333333333333,50.0,1.0
424,2.0,90.0,33.33333333333333,77.77777777777779,0.0
425,3.0,92.5,63.33333333333333,44.44444444444444,1.0
426,3.0,81.73076923076923,23.333333333333332,66.66666666666666,1.0
427,2.0,92.11538461538461,100.0,52.63157894736842,1.0
428,2.0,99.8076923076923,33.33333333333333,45.45454545454545,0.0
429,2.0,84.42307692307692,80.0,30.76923076923077,0.0
430,2.0,85.38461538461539,50.0,20.0,1.0
431,1.0,95.96153846153847,70.0,80.0,1.0
432,1.0,70.76923076923077,26.666666666666668,33.33333333333333,0.0
433,1.0,82.5,10.0,60.0,0.0
434,3.0,71.15384615384616,60.0,88.88888888888889,1.0
435,2.0,89.61538461538461,33.33333333333333,30.76923076923077,0.0
436,1.0,77.5,73.33333333333333,64.28571428571429,1.0
437,2.0,76.53846153846153,13.333333333333334,42.857142857142854,1.0
438,1.0,96.15384615384616,13.333333333333334,66.66666666666666,0.0
439,3.0,82.88461538461539,40.0,25.0,1.0
440,2.0,97.3076923076923,96.66666666666667,87.5,0.0
441,2.0,90.1923076923077,86.66666666666667,75.0,1.0
442,2.0,92.5,66.66666666666666,14.285714285714285,0.0
443,3.0,93.07692307692308,33.33333333333333,53.333333333333336,0.0
444,1.0,84.8076923076923,96.66666666666667,71.42857142857143,0.0
445,1.0,76.15384615384615,43.333333333333336,81.81818181818183,0.0
446,2.0,93.65384615384616,6.666666666666667,63.63636363636363,1.0
447,2.0,72.11538461538461,13.333333333333334,58.333333333333336,0.0
448,1.0,81.92307692307692,50.0,62.5,0.0
449,2.0,77.5,6.666666666666667,33.33333333333333,1.0
450,1.0,89.03846153846153,53.333333333333336,22.22222222222222,1.0
451,1.0,97.88461538461539,60.0,50.0,1.0
452,3.0,93.07692307692308,73.33333333333333,33.33333333333333,1.0
